finca;variedad;lote;planta;diamF
tdb;sj;l2;sj2-6;15,4
tdb;sj;l2;sj2-6;15,8
tdb;sj;l2;sj2-6;17,05
tdb;sj;l2;sj2-6;15,7
tdb;sj;l2;sj2-2;18,35
tdb;sj;l2;sj2-2;16,1
tdb;sj;l2;sj2-2;18
tdb;sj;l2;sj2-2;18,85
tdb;sj;l2;sj2-2;18,4
tdb;sj;l2;sj2-2;14
tdb;sj;l2;sj2-2;19,35
tdb;sj;l2;sj2-2;18,2
tdb;sj;l2;sj2-2;17,9
tdb;sj;l2;sj2-2;18,4
tdb;sj;l2;sj2-2;19,5
tdb;sj;l2;sj2-2;18,2
tdb;sj;l2;sj2-1;18,55
tdb;sj;l2;sj2-1;15,95
tdb;sj;l2;sj2-1;15,65
tdb;sj;l2;sj2-1;16,6
tdb;sj;l2;sj2-1;15,8
tdb;sj;l2;sj2-1;16
tdb;sj;l2;sj2-1;17,9
tdb;sj;l2;sj2-1;18,65
tdb;sj;l2;sj2-1;17,8
tdb;sj;l2;sj2-1;16,9
tdb;sj;l2;sj2-1;16,5
tdb;sj;l2;sj2-1;18,2
tdb;sj;l2;sj2-5;20,15
tdb;sj;l2;sj2-5;15,45
tdb;sj;l2;sj2-5;16,8
tdb;sj;l2;sj2-5;16,1
tdb;sj;l2;sj2-5;16,55
tdb;sj;l2;sj2-5;15,9
tdb;sj;l2;sj2-5;16,85
tdb;sj;l2;sj2-5;15,95
tdb;sj;l2;sj2-5;15,75
tdb;sj;l2;sj2-5;16,35
tdb;sj;l2;sj2-5;16,8
tdb;sj;l2;sj2-5;16,75
tdb;sj;l2;sj2-4;17,5
tdb;sj;l2;sj2-4;16,55
tdb;sj;l2;sj2-4;19,2
tdb;sj;l2;sj2-4;17,7
tdb;sj;l2;sj2-4;14,9
tdb;sj;l2;sj2-4;17,95
tdb;sj;l2;sj2-4;16,45
tdb;sj;l2;sj2-4;16,4
tdb;sj;l2;sj2-4;18,8
tdb;sj;l2;sj2-4;15,3
tdb;sj;l2;sj2-4;18,15
tdb;sj;l2;sj2-3;16,45
tdb;sj;l2;sj2-3;15,25
tdb;sj;l2;sj2-3;18,1
tdb;sj;l2;sj2-3;22,1
tdb;sj;l2;sj2-3;16,45
tdb;sj;l2;sj2-3;18,4
tdb;sj;l2;sj2-3;17,6
tdb;sj;l2;sj2-3;18
tdb;sj;l2;sj2-3;15,3
tdb;sj;l2;sj2-3;18,4
tda;sj;l5;sj5-4;19,85
tda;sj;l5;sj5-4;19,1
tda;sj;l5;sj5-4;18,35
tda;sj;l5;sj5-4;17,15
tda;sj;l5;sj5-4;19
tda;sj;l5;sj5-4;18,5
tda;sj;l5;sj5-4;16,65
tda;sj;l5;sj5-4;18,25
tda;sj;l5;sj5-4;17,2
tda;sj;l5;sj5-4;17,7
tda;sj;l5;sj5-4;18,15
tda;sj;l5;sj5-4;19,3
tda;sj;l5;sj5-4;19,2
tda;sj;l5;sj5-6;15,35
tda;sj;l5;sj5-6;15,6
tda;sj;l5;sj5-6;17
tda;sj;l5;sj5-6;15,8
tda;sj;l5;sj5-6;16,45
tda;sj;l5;sj5-6;19,6
tda;sj;l5;sj5-6;16,95
tda;sj;l5;sj5-6;15,35
tda;sj;l5;sj5-6;18,2
tda;sj;l5;sj5-6;16,15
tda;sj;l5;sj5-6;18,9
tda;sj;l5;sj5-6;16,5
tda;sj;l5;sj5-6;18,35
tda;sj;l5;sj5-6;20,2
tda;sj;l5;sj5-7;17,7
tda;sj;l5;sj5-7;18,55
tda;sj;l5;sj5-7;15,8
tda;sj;l5;sj5-7;17,95
tda;sj;l5;sj5-7;17,45
tda;sj;l5;sj5-7;17,1
tda;sj;l5;sj5-7;16,2
tda;sj;l5;sj5-7;20,95
tda;sj;l5;sj5-7;14
tda;sj;l5;sj5-7;18
tda;sj;l5;sj5-7;16,6
tda;sj;l5;sj5-7;17,15
tda;sj;l5;sj5-7;14,7
tda;sj;l5;sj5-7;15,15
tda;sj;l5;sj5-5;17,7
tda;sj;l5;sj5-5;14,35
tda;sj;l5;sj5-5;15,4
tda;sj;l5;sj5-5;16,9
tda;sj;l5;sj5-5;16,3
tda;sj;l5;sj5-5;15,6
tda;sj;l5;sj5-5;17,2
tda;sj;l5;sj5-5;14,5
tda;sj;l5;sj5-5;16,5
tda;sj;l5;sj5-5;15,2
tda;sj;l5;sj5-5;14,65
tda;sj;l5;sj5-5;15,65
tda;sj;l5;sj5-3;17,05
tda;sj;l5;sj5-3;15,45
tda;sj;l5;sj5-3;15,5
tda;sj;l5;sj5-3;17,1
tda;sj;l5;sj5-3;16,15
tda;sj;l5;sj5-3;17,6
tda;sj;l5;sj5-3;14,4
tda;sj;l5;sj5-3;15,05
tda;sj;l5;sj5-3;16,5
tda;sj;l5;sj5-3;15,5
tda;sj;l5;sj5-3;16,75
tda;sj;l5;sj5-2;19,35
tda;sj;l5;sj5-2;18,5
tda;sj;l5;sj5-2;20,3
tda;sj;l5;sj5-2;14,1
tda;sj;l5;sj5-2;17
tda;sj;l5;sj5-2;16,65
tda;sj;l5;sj5-2;16,6
tda;sj;l5;sj5-2;16,5
tda;sj;l5;sj5-2;17,45
tda;sj;l5;sj5-2;16,9
tda;sj;l5;sj5-2;20,6
tda;sj;l5;sj5-2;16,7
tda;sj;l5;sj5-1;19,25
tda;sj;l5;sj5-1;17,8
tda;sj;l5;sj5-1;16,5
tda;sj;l5;sj5-1;18,95
tda;sj;l5;sj5-1;16,9
tda;sj;l5;sj5-1;15,3
tda;sj;l5;sj5-1;17,2
tda;sj;l5;sj5-1;17,8
tda;sj;l5;sj5-1;15,7
tda;sj;l5;sj5-1;16,95
tda;sj;l5;sj5-1;18,1
citro;sj;l3;sj3-5;22,85
citro;sj;l3;sj3-5;18,55
citro;sj;l3;sj3-5;17,6
citro;sj;l3;sj3-5;22,2
citro;sj;l3;sj3-5;17,1
citro;sj;l3;sj3-5;19,05
citro;sj;l3;sj3-5;19,6
citro;sj;l3;sj3-5;19,9
citro;sj;l3;sj3-5;17,95
citro;sj;l3;sj3-5;17,8
citro;sj;l3;sj3-5;17,95
citro;sj;l3;sj3-5;16,9
citro;sj;l3;sj3-6;21,6
citro;sj;l3;sj3-6;15,9
citro;sj;l3;sj3-6;18,65
citro;sj;l3;sj3-6;19,2
citro;sj;l3;sj3-6;14,2
citro;sj;l3;sj3-6;16,4
citro;sj;l3;sj3-6;17,95
citro;sj;l3;sj3-6;17,8
citro;sj;l3;sj3-6;17,4
citro;sj;l3;sj3-6;18,7
citro;sj;l3;sj3-6;18,7
citro;sj;l3;sj3-6;15,75
citro;sj;l3;sj3-6;18,6
citro;sj;l3;sj3-7;17,9
citro;sj;l3;sj3-7;18,05
citro;sj;l3;sj3-7;19,6
citro;sj;l3;sj3-7;17,55
citro;sj;l3;sj3-7;18,3
citro;sj;l3;sj3-7;18,25
citro;sj;l3;sj3-7;19,6
citro;sj;l3;sj3-7;18,2
citro;sj;l3;sj3-7;17,5
citro;sj;l3;sj3-7;15
citro;sj;l3;sj3-7;17,8
citro;sj;l3;sj3-4;18,3
citro;sj;l3;sj3-4;19,7
citro;sj;l3;sj3-4;18,85
citro;sj;l3;sj3-4;16,5
citro;sj;l3;sj3-4;17
citro;sj;l3;sj3-4;18,95
citro;sj;l3;sj3-4;17,1
citro;sj;l3;sj3-4;17
citro;sj;l3;sj3-4;16,8
citro;sj;l3;sj3-4;15,7
citro;sj;l3;sj3-4;17,55
citro;sj;l3;sj3-4;19,55
citro;sj;l3;sj3-3;19,4
citro;sj;l3;sj3-3;14,8
citro;sj;l3;sj3-3;17,75
citro;sj;l3;sj3-3;19,55
citro;sj;l3;sj3-3;16,2
citro;sj;l3;sj3-3;17,85
citro;sj;l3;sj3-3;17,45
citro;sj;l3;sj3-3;18,4
citro;sj;l3;sj3-3;14,7
citro;sj;l3;sj3-3;20,7
citro;sj;l3;sj3-3;14,4
citro;sj;l3;sj3-3;16,8
citro;sj;l3;sj3-2;18,6
citro;sj;l3;sj3-2;17
citro;sj;l3;sj3-2;21,8
citro;sj;l3;sj3-2;15,6
citro;sj;l3;sj3-2;19,3
citro;sj;l3;sj3-2;16,5
citro;sj;l3;sj3-2;20,5
citro;sj;l3;sj3-2;18,85
citro;sj;l3;sj3-2;18
citro;sj;l3;sj3-2;18,6
citro;sj;l3;sj3-2;20,75
citro;sj;l3;sj3-2;17,55
citro;sj;l3;sj3-1;18,85
citro;sj;l3;sj3-1;17,1
citro;sj;l3;sj3-1;18,7
citro;sj;l3;sj3-1;15,5
citro;sj;l3;sj3-1;16,45
citro;sj;l3;sj3-1;14,8
citro;sj;l3;sj3-1;17,75
citro;sj;l3;sj3-1;15,25
citro;sj;l3;sj3-1;15,95
citro;sj;l3;sj3-1;17,9
citro;sj;l3;sj3-1;17
citro;sj;l3;sj3-1;16,4
sta.lu;sj;l2;sj2-1;13,3
sta.lu;sj;l2;sj2-1;18,65
sta.lu;sj;l2;sj2-1;16,5
sta.lu;sj;l2;sj2-1;18
sta.lu;sj;l2;sj2-1;16,8
sta.lu;sj;l2;sj2-1;17,3
sta.lu;sj;l2;sj2-1;16,45
sta.lu;sj;l2;sj2-1;17,1
sta.lu;sj;l2;sj2-1;16,8
sta.lu;sj;l2;sj2-1;14,6
sta.lu;sj;l2;sj2-4;19,3
sta.lu;sj;l2;sj2-4;19,1
sta.lu;sj;l2;sj2-4;18,8
sta.lu;sj;l2;sj2-4;18,7
sta.lu;sj;l2;sj2-4;18,6
sta.lu;sj;l2;sj2-4;15,55
sta.lu;sj;l2;sj2-4;16,8
sta.lu;sj;l2;sj2-4;17,55
sta.lu;sj;l2;sj2-4;18,8
sta.lu;sj;l2;sj2-4;18,1
sta.lu;sj;l2;sj2-3;15,4
sta.lu;sj;l2;sj2-3;16,3
sta.lu;sj;l2;sj2-3;16,35
sta.lu;sj;l2;sj2-3;17,9
sta.lu;sj;l2;sj2-3;17,35
sta.lu;sj;l2;sj2-3;16,35
sta.lu;sj;l2;sj2-3;16,3
sta.lu;sj;l2;sj2-3;16,3
sta.lu;sj;l2;sj2-3;16,3
sta.lu;sj;l2;sj2-3;15,45
sta.lu;sj;l2;sj2-7;17,5
sta.lu;sj;l2;sj2-7;16,3
sta.lu;sj;l2;sj2-7;15
sta.lu;sj;l2;sj2-7;15,1
sta.lu;sj;l2;sj2-7;15,2
sta.lu;sj;l2;sj2-7;15,75
sta.lu;sj;l2;sj2-7;16,8
sta.lu;sj;l2;sj2-7;16,95
sta.lu;sj;l2;sj2-7;15,6
sta.lu;sj;l2;sj2-7;13,2
sta.lu;sj;l2;sj2-6;18,2
sta.lu;sj;l2;sj2-6;16,7
sta.lu;sj;l2;sj2-6;17,35
sta.lu;sj;l2;sj2-6;17,25
sta.lu;sj;l2;sj2-6;17,8
sta.lu;sj;l2;sj2-6;18
sta.lu;sj;l2;sj2-6;17,05
sta.lu;sj;l2;sj2-6;16,55
sta.lu;sj;l2;sj2-6;16,9
sta.lu;sj;l2;sj2-5;16,7
sta.lu;sj;l2;sj2-5;16,1
sta.lu;sj;l2;sj2-5;17
sta.lu;sj;l2;sj2-5;15,45
sta.lu;sj;l2;sj2-5;18,2
sta.lu;sj;l2;sj2-5;15,3
sta.lu;sj;l2;sj2-5;16,25
sta.lu;sj;l2;sj2-5;17,2
sta.lu;sj;l2;sj2-5;14,9
sta.lu;sj;l2;sj2-5;14,3
sta.lu;sj;l2;sj2-2;15,25
sta.lu;sj;l2;sj2-2;14,75
sta.lu;sj;l2;sj2-2;16,25
sta.lu;sj;l2;sj2-2;17,15
sta.lu;sj;l2;sj2-2;15,8
sta.lu;sj;l2;sj2-2;17,3
sta.lu;sj;l2;sj2-2;17,15
sta.lu;sj;l2;sj2-2;17,6
sta.lu;sj;l2;sj2-2;16,8
sta.lu;sj;l2;sj2-2;16,75
citro;pri;l5;pril5-2;11,6
citro;pri;l5;pril5-2;11,65
citro;pri;l5;pril5-2;13,3
citro;pri;l5;pril5-2;13,45
citro;pri;l5;pril5-2;11,75
citro;pri;l5;pril5-2;13,3
citro;pri;l5;pril5-2;13,5
citro;pri;l5;pril5-2;11,3
citro;pri;l5;pril5-2;12,85
citro;pri;l5;pril5-2;10,75
citro;pri;l5;pril5-1;14,2
citro;pri;l5;pril5-1;14
citro;pri;l5;pril5-1;14,25
citro;pri;l5;pril5-1;15,1
citro;pri;l5;pril5-1;10,55
citro;pri;l5;pril5-1;12,45
citro;pri;l5;pril5-1;12,05
citro;pri;l5;pril5-1;12
citro;pri;l5;pril5-1;10,9
citro;pri;l5;pril5-1;11,05
citro;pri;l5;pril5-5;15,5
citro;pri;l5;pril5-5;14,45
citro;pri;l5;pril5-5;16,3
citro;pri;l5;pril5-5;13,95
citro;pri;l5;pril5-5;14,55
citro;pri;l5;pril5-5;15,95
citro;pri;l5;pril5-5;14,15
citro;pri;l5;pril5-5;15,5
citro;pri;l5;pril5-5;14,55
citro;pri;l5;pril5-5;13
citro;pri;l5;pril5-6;16,6
citro;pri;l5;pril5-6;11,85
citro;pri;l5;pril5-6;14,1
citro;pri;l5;pril5-6;13,2
citro;pri;l5;pril5-6;14,2
citro;pri;l5;pril5-6;14,4
citro;pri;l5;pril5-6;14,2
citro;pri;l5;pril5-6;15,65
citro;pri;l5;pril5-6;14,65
citro;pri;l5;pril5-6;11,35
citro;pri;l5;pril5-4;13,3
citro;pri;l5;pril5-4;13,35
citro;pri;l5;pril5-4;13,6
citro;pri;l5;pril5-4;14,9
citro;pri;l5;pril5-4;11,6
citro;pri;l5;pril5-4;12
citro;pri;l5;pril5-4;13,4
citro;pri;l5;pril5-4;13
citro;pri;l5;pril5-4;13
citro;pri;l5;pril5-4;12,35
citro;pri;l5;pril5-7;14,2
citro;pri;l5;pril5-7;12,65
citro;pri;l5;pril5-7;14,9
citro;pri;l5;pril5-7;14,15
citro;pri;l5;pril5-7;14,1
citro;pri;l5;pril5-7;12,85
citro;pri;l5;pril5-7;12
citro;pri;l5;pril5-7;12,75
citro;pri;l5;pril5-7;12,7
citro;pri;l5;pril5-7;11,6
citro;pri;l5;pril5-3;12,3
citro;pri;l5;pril5-3;15,25
citro;pri;l5;pril5-3;13,25
citro;pri;l5;pril5-3;12,3
citro;pri;l5;pril5-3;14,1
citro;pri;l5;pril5-3;11,15
citro;pri;l5;pril5-3;10,55
citro;pri;l5;pril5-3;13,6
citro;pri;l5;pril5-3;13,5
citro;pri;l5;pril5-3;11,7
citro;pri;l5;pril5-3;10,4
sta.lu;sj;l1;sj1-7;15,95
sta.lu;sj;l1;sj1-7;16,65
sta.lu;sj;l1;sj1-7;15,9
sta.lu;sj;l1;sj1-7;17,75
sta.lu;sj;l1;sj1-7;16,35
sta.lu;sj;l1;sj1-7;14,6
sta.lu;sj;l1;sj1-7;17,3
sta.lu;sj;l1;sj1-7;16,4
sta.lu;sj;l1;sj1-7;17,75
sta.lu;sj;l1;sj1-7;14,95
sta.lu;sj;l1;sj1-6;15,4
sta.lu;sj;l1;sj1-6;15,7
sta.lu;sj;l1;sj1-6;16,55
sta.lu;sj;l1;sj1-6;16,15
sta.lu;sj;l1;sj1-6;15,6
sta.lu;sj;l1;sj1-6;15,2
sta.lu;sj;l1;sj1-6;15,3
sta.lu;sj;l1;sj1-6;15,6
sta.lu;sj;l1;sj1-6;15,55
sta.lu;sj;l1;sj1-6;14,95
sta.lu;sj;l1;sj1-5;16,1
sta.lu;sj;l1;sj1-5;18,75
sta.lu;sj;l1;sj1-5;14,7
sta.lu;sj;l1;sj1-5;18,7
sta.lu;sj;l1;sj1-5;17,7
sta.lu;sj;l1;sj1-5;19,35
sta.lu;sj;l1;sj1-5;18,25
sta.lu;sj;l1;sj1-5;16,9
sta.lu;sj;l1;sj1-5;17,6
sta.lu;sj;l1;sj1-5;18,5
sta.lu;sj;l1;sj1-3;16,45
sta.lu;sj;l1;sj1-3;17,85
sta.lu;sj;l1;sj1-3;15,25
sta.lu;sj;l1;sj1-3;16
sta.lu;sj;l1;sj1-3;14,9
sta.lu;sj;l1;sj1-3;16,1
sta.lu;sj;l1;sj1-3;16,85
sta.lu;sj;l1;sj1-3;14,65
sta.lu;sj;l1;sj1-3;16,6
sta.lu;sj;l1;sj1-3;17,35
sta.lu;sj;l1;sj1-4;15,8
sta.lu;sj;l1;sj1-4;17,15
sta.lu;sj;l1;sj1-4;18,95
sta.lu;sj;l1;sj1-4;16,9
sta.lu;sj;l1;sj1-4;15,8
sta.lu;sj;l1;sj1-4;18,5
sta.lu;sj;l1;sj1-4;17,15
sta.lu;sj;l1;sj1-4;17,65
sta.lu;sj;l1;sj1-4;15,8
sta.lu;sj;l1;sj1-4;17,5
sta.lu;sj;l1;sj1-1;18,5
sta.lu;sj;l1;sj1-1;17,5
sta.lu;sj;l1;sj1-1;18,65
sta.lu;sj;l1;sj1-1;17,7
sta.lu;sj;l1;sj1-1;18,45
sta.lu;sj;l1;sj1-1;14,8
sta.lu;sj;l1;sj1-1;17,8
sta.lu;sj;l1;sj1-1;16,1
sta.lu;sj;l1;sj1-1;16,2
sta.lu;sj;l1;sj1-1;16,25
sta.lu;sj;l1;sj1-2;17,9
sta.lu;sj;l1;sj1-2;16,4
sta.lu;sj;l1;sj1-2;17,7
sta.lu;sj;l1;sj1-2;17,75
sta.lu;sj;l1;sj1-2;17
sta.lu;sj;l1;sj1-2;16,4
sta.lu;sj;l1;sj1-2;15,4
sta.lu;sj;l1;sj1-2;16
sta.lu;sj;l1;sj1-2;15,4
tda;pri;l4;pril4-3;15,2
tda;pri;l4;pril4-3;15,05
tda;pri;l4;pril4-3;13,55
tda;pri;l4;pril4-3;15,4
tda;pri;l4;pril4-3;15,15
tda;pri;l4;pril4-3;13,9
tda;pri;l4;pril4-3;15,9
tda;pri;l4;pril4-3;13
tda;pri;l4;pril4-3;15,1
tda;pri;l4;pril4-3;14,1
tda;pri;l4;pril4-2;17,35
tda;pri;l4;pril4-2;12,5
tda;pri;l4;pril4-2;13,4
tda;pri;l4;pril4-2;15
tda;pri;l4;pril4-2;13,9
tda;pri;l4;pril4-2;14,95
tda;pri;l4;pril4-2;16,35
tda;pri;l4;pril4-2;11,2
tda;pri;l4;pril4-2;12,4
tda;pri;l4;pril4-2;14,4
tda;pri;l4;pril4-2;14,8
tda;pri;l4;pril4-2;13,25
tda;pri;l4;pril4-1;16,35
tda;pri;l4;pril4-1;15,1
tda;pri;l4;pril4-1;16,6
tda;pri;l4;pril4-1;14,05
tda;pri;l4;pril4-1;15,45
tda;pri;l4;pril4-1;15
tda;pri;l4;pril4-1;13,7
tda;pri;l4;pril4-1;14,3
tda;pri;l4;pril4-1;12,95
tda;pri;l4;pril4-1;15,6
tda;pri;l4;pril4-1;14,65
tda;pri;l4;pril4-5;14,65
tda;pri;l4;pril4-5;16,2
tda;pri;l4;pril4-5;16
tda;pri;l4;pril4-5;12,5
tda;pri;l4;pril4-5;15,3
tda;pri;l4;pril4-5;14,55
tda;pri;l4;pril4-5;15,1
tda;pri;l4;pril4-5;16,75
tda;pri;l4;pril4-5;16,35
tda;pri;l4;pril4-5;15,85
tda;pri;l4;pril4-4;15,35
tda;pri;l4;pril4-4;13,25
tda;pri;l4;pril4-4;13,8
tda;pri;l4;pril4-4;14,85
tda;pri;l4;pril4-4;14,65
tda;pri;l4;pril4-4;12,25
tda;pri;l4;pril4-4;18
tda;pri;l4;pril4-4;17
tda;pri;l4;pril4-4;13,1
tda;pri;l4;pril4-4;13,65
tda;pri;l4;pril4-4;14,35
tda;pri;l4;pril4-4;14,1
tda;pri;l4;pril4-6;14,4
tda;pri;l4;pril4-6;15,2
tda;pri;l4;pril4-6;13,95
tda;pri;l4;pril4-6;13,95
tda;pri;l4;pril4-6;14,4
tda;pri;l4;pril4-6;15,6
tda;pri;l4;pril4-6;14,2
tda;pri;l4;pril4-6;12,25
tda;pri;l4;pril4-6;15,5
tda;pri;l4;pril4-6;12,55
tda;pri;l4;pril4-6;13,65
tda;pri;l4;pril4-7;15,3
tda;pri;l4;pril4-7;16,8
tda;pri;l4;pril4-7;14,6
tda;pri;l4;pril4-7;14,45
tda;pri;l4;pril4-7;15,1
tda;pri;l4;pril4-7;14,75
tda;pri;l4;pril4-7;16,7
tda;pri;l4;pril4-7;15,75
tda;pri;l4;pril4-7;15,8
tda;pri;l4;pril4-7;16,3
tda;pri;l6;pril6-2;5,35
tda;pri;l6;pril6-2;12,1
tda;pri;l6;pril6-2;14,8
tda;pri;l6;pril6-2;14,4
tda;pri;l6;pril6-2;12
tda;pri;l6;pril6-2;13,35
tda;pri;l6;pril6-2;16,6
tda;pri;l6;pril6-2;10,75
tda;pri;l6;pril6-2;13,4
tda;pri;l6;pril6-2;12,25
tda;pri;l6;pril6-2;16,7
tda;pri;l6;pril6-2;16,25
tda;pri;l6;pril6-2;14
tda;pri;l6;pril6-2;14,25
tda;pri;l6;pril6-2;12,3
tda;pri;l6;pril6-1;15
tda;pri;l6;pril6-1;16,7
tda;pri;l6;pril6-1;16,6
tda;pri;l6;pril6-1;16,55
tda;pri;l6;pril6-1;10,95
tda;pri;l6;pril6-1;12,8
tda;pri;l6;pril6-1;13,25
tda;pri;l6;pril6-1;16,6
tda;pri;l6;pril6-1;12,55
tda;pri;l6;pril6-1;15,15
tda;pri;l6;pril6-1;15,05
tda;pri;l6;pril6-7;13,45
tda;pri;l6;pril6-7;14,25
tda;pri;l6;pril6-7;13,55
tda;pri;l6;pril6-7;15,45
tda;pri;l6;pril6-7;16,05
tda;pri;l6;pril6-7;16,3
tda;pri;l6;pril6-7;11,95
tda;pri;l6;pril6-7;13,1
tda;pri;l6;pril6-7;15,55
tda;pri;l6;pril6-7;13,55
tda;pri;l6;pril6-7;12,85
tda;pri;l6;pril6-7;12,75
tda;pri;l6;pril6-6;12,9
tda;pri;l6;pril6-6;12,05
tda;pri;l6;pril6-6;14,95
tda;pri;l6;pril6-6;14,5
tda;pri;l6;pril6-6;13,2
tda;pri;l6;pril6-6;14,5
tda;pri;l6;pril6-6;11,4
tda;pri;l6;pril6-6;14,55
tda;pri;l6;pril6-6;16,8
tda;pri;l6;pril6-6;15,3
tda;pri;l6;pril6-6;15,05
tda;pri;l6;pril6-6;16,45
tda;pri;l6;pril6-6;14,4
tda;pri;l6;pril6-5;17,1
tda;pri;l6;pril6-5;14,95
tda;pri;l6;pril6-5;12,25
tda;pri;l6;pril6-5;14,25
tda;pri;l6;pril6-5;11,05
tda;pri;l6;pril6-5;13,85
tda;pri;l6;pril6-5;14,35
tda;pri;l6;pril6-5;15,15
tda;pri;l6;pril6-5;14,85
tda;pri;l6;pril6-5;14,1
tda;pri;l6;pril6-5;15,7
tda;pri;l6;pril6-3;13
tda;pri;l6;pril6-3;12,3
tda;pri;l6;pril6-3;16,05
tda;pri;l6;pril6-3;16,45
tda;pri;l6;pril6-3;14,45
tda;pri;l6;pril6-3;18,05
tda;pri;l6;pril6-3;12,7
tda;pri;l6;pril6-3;12,4
tda;pri;l6;pril6-3;13,95
tda;pri;l6;pril6-3;10,7
tda;pri;l6;pril6-4;15,1
tda;pri;l6;pril6-4;14,65
tda;pri;l6;pril6-4;12,65
tda;pri;l6;pril6-4;15,65
tda;pri;l6;pril6-4;14,15
tda;pri;l6;pril6-4;15,4
tda;pri;l6;pril6-4;14,9
tda;pri;l6;pril6-4;13,9
tda;pri;l6;pril6-4;15,7
tda;pri;l6;pril6-4;15,1
tda;pri;l3;pril3-1;12,3
tda;pri;l3;pril3-1;13,9
tda;pri;l3;pril3-1;11,55
tda;pri;l3;pril3-1;14,2
tda;pri;l3;pril3-1;16,1
tda;pri;l3;pril3-1;11,85
tda;pri;l3;pril3-1;15,45
tda;pri;l3;pril3-1;16,9
tda;pri;l3;pril3-1;14,2
tda;pri;l3;pril3-1;12,6
tda;pri;l3;pril3-1;14,2
tda;pri;l3;pril3-1;14,5
tda;pri;l3;pril3-1;12,1
tda;pri;l3;pril3-2;16,7
tda;pri;l3;pril3-2;16,85
tda;pri;l3;pril3-2;15,8
tda;pri;l3;pril3-2;15,25
tda;pri;l3;pril3-2;15,5
tda;pri;l3;pril3-2;14,65
tda;pri;l3;pril3-2;16,25
tda;pri;l3;pril3-2;17,35
tda;pri;l3;pril3-2;14,35
tda;pri;l3;pril3-2;15,7
tda;pri;l3;pril3-2;14,75
tda;pri;l3;pril3-4;13,5
tda;pri;l3;pril3-4;14,15
tda;pri;l3;pril3-4;15,15
tda;pri;l3;pril3-4;15,8
tda;pri;l3;pril3-4;11,95
tda;pri;l3;pril3-4;13,75
tda;pri;l3;pril3-4;13,1
tda;pri;l3;pril3-4;12,8
tda;pri;l3;pril3-4;13,95
tda;pri;l3;pril3-4;15,3
tda;pri;l3;pril3-4;15,1
tda;pri;l3;pril3-4;15,7
tda;pri;l3;pril3-3;12,05
tda;pri;l3;pril3-3;11,1
